munkaleiras,link
"The spring season is approaching and we here at Polo Ralph Lauren are seeking energetic, reliable associates to join our team.We are currently offering a highly competitive rate of pay commensurate with experience. Potential candidates must be available to work a minimum of 3 days a week, including open availability on Saturday and Sunday.Associates who demonstrate exceptional organizational skills, personal initiative, and have an extraordinary sense of urgency when dealing with tasks at hand may be asked to join our team on a permanent basis.Apply at out store during regular business hours (Monday-Saturday 10:00 AM-9:00 PM, Sunday 11:00 AM-6:00 PM or reply to this post with ""Sales Associate"" in the subject line.Interview will be conducted next week and successful candidates will begin orientation shortly thereafter.JOB DESCRIPTION:An associate is responsible for maintaining outstanding customer service as per Company standards, generating sales, merchandising, and safeguarding Company assets.Requirements:-Ability to work early mornings, evenings, overnight and weekends.-Physical ability to stand and work on feet for extended periods.-Physical ability to move and handle boxes of merchandise and fixtures throughout the store, involving light to moderate lifting.Tasks & Responsibilities:-Maintain organizational integrity in Back of House.-Assist in processing & replenishing merchandise and monitoring floor stock.-Maintain an awareness of all promotions and advertisements.-Any other tasks as assigned from time to time by any manager.Skills & Competencies:-Ability to communicate effectively with associates and the leadership team.-Strong organizational skills are a must.-Strong work ethic and personal initiative are expected.Principals only. Recruiters, please don't contact this job poster.do NOT contact us with unsolicited services or offersJob Type: Part-timeRequired experience:Retail: 1 year",https://www.indeed.com/viewjob?jk=f200cd871371302a
"The Team Member position is responsible for providing exceptional guest service and support, while working closely with the Restaurant Managers and other Team Members to maintain operational standards and procedures. This position operates under the direction of the General Manager, Assistant Managers, and Shift Coordinators. This position has direct interactions with Guests and members of the field operations team.
Responsibilities
Greets guests with a smile, receives orders, processes payments, and responds appropriately to customer issues
Operates cash register or point of sale devices, as needed, and uses value-added suggestive-selling techniques to generate additional sales opportunities
Verifies the accuracy of guests’ orders
Prepares and packages food and drink products
Cleans kitchen area, counters, food preparation areas, and utensils
Cleans dining room, restrooms and exterior grounds
Maintains health and safety standards in work areas
Unloads and stocks inventory items as needed
Performs duties at multiple workstations (e.g., front counter, Drive-Thru, prep boards, expediter, etc.)
Prompt and regular attendance on assigned shifts
Follows BURGER KING® uniform and grooming standards and policies
Works to resolve issues that may arise in the restaurant
Learns team effectiveness skills; works with others to achieve team goals
Responds to guests’ needs in a professional and polite manner
Communicates in a positive manner with customers, peers, and managers
Qualifications:
Must be at least sixteen (16) years of age*
Willing to accomplish all restaurant tasks
Comfortable working in a fast paced environment
Ability to interact productively with co-workers and function well in a team environment
Ability to resolve consumer issues with tact

Brand: Burger King
Address: 1715 East Perry Street Port Clinton, OH - 43452
Property Description: 4459 - Port Clinton, OH
Property Number: 4459",https://www.indeed.com/viewjob?jk=101573996861d866
"Company Information
Fricker’s is the home for Fun, Food, Sports, and Spirits. We provide our guests with our famous Frickin’ Chicken Wings, awesome beer specials, and wall to wall televisions, but what separates us from the competition is the atmosphere we provide our guests. We believe that it is the people that work for us that create that atmosphere.
Job Description
As a Fricker’s server you will get to work in a fun, fast-paced environment and you will meet a lot of great people. We’ll provide the food and drink, you provide the personality!
Your job responsibilities include:
Greeting guests enthusiastically, suggesting specials based on your knowledge of our menu, entering items into POS system
Delivering food and checking back to ensure everything is excellent!
Pre-bussing and bussing tables.
Collecting guest checks and handling cash and credit cards accurately
Sincerely thanking guests and inviting them to return.
Checking IDs per state and local law and serving alcohol responsibly
Assisting other servers and managers throughout the dining room.
What you can expect from us:
We will present you with the knowledge and skills needed to be successful.
We will constantly coach, teach and train you for your continued development.
We will provide honest, professional feedback on your performance.
What we expect from you:
A positive attitude.
To be in your proper uniform and looking sharp every shift.
To be flexible when necessary.
Continued effort towards your own development.
To follow company policies and procedures.
To be yourself and have FUN!!
Additional Information
Must be 19+ years old
Must have reliable transportation
Must be able to work various shifts
Must be authorized to work in the United States
Do you think you have what it takes to work at the home of Fun, Food, Sports and Spirits? If you do, click “Apply Now” and maybe you can be a part of our Frickin’ Team!
Thank you for your interest in applying with Fricker’s. We are always looking for great people and appreciate you taking the time to complete our application. If there are currently no immediate hiring needs, we will keep your information on file for future opportunities and contact qualified applicants at that time. Again, thank you for your time.

Brand: Fricker's
Address: 19 N. Saint Clair St. Toledo, OH - 43604
Property Description: 117 - Toledo
Property Number: 117",https://www.indeed.com/viewjob?jk=af4519e93c93ef5e
"Job SummaryPart Time Available: PART-TIME Hourly Team Members -Cashiers/Salesfloor(flexible schedules between 9am-10pm)Job Duties include but not limited to: Being friendly to team members and customers, assisting customers to drive sales, upsell and suggest products to customers using product knowledge; and pricing, stocking and merchandise presentation tasks required to maintain the department and company standards.Performs all cash register operations and related customer service duties. They are responsible for stocking merchandise from the delivery truck to the sales floor.Responsibilities and DutiesJob Requirements:Must be at least 16 years of age.Delivering a high level of customer service and enhancing the customer experience.Must demonstrate the ability to effectively communicate, verbally and in writing, with team members, customers, and the management team.Must possess a high level of dependability, creativity, judgment and accuracy.Must have the ability to work the hours that are required of the position.Regular attendance is an essential function of the job.Part -time team members must work scheduled mornings, days, nights, and weekends.Must be able to perform the essential physical requirements of the positionAccurately take customer ordersAssist with stocking dutiesInflating latex and mylar balloonsJob Types: Full-time, Part-timeSalary: $8.15 /hourRequired experience:Customer Service: 1 yearRequired shifts:Evening, Morning",https://www.indeed.com/viewjob?jk=dabe8371aaf9701b
"JOB SUMMARY
Provides personalized, exceptional guest service ensuring that every guest who chooses Culvers leaves happy.

ESSENTIAL FUNCTIONS
Consistently provides excellent guest service and hospitality.
Demonstrates proper personal hygiene and food safety practices consistently.
Maintains a neat, well-groomed uniformed appearance.
Follows restaurant policy on attendance, respectful conduct of team members and all other policies consistently.
Assists guests with product knowledge and promotional information upon request accurately.
Follows company safety standards at all times and looks out for the safety of other team members and guests.
Demonstrates proper food safety practices by accurately completing the Quality Control/Safe Food Checklist.
Handles guest comments promptly and courteously.
Performs primary position responsibilities timely and accurately.
Performs secondary position responsibilities timely and accurately, after the primary duties are accomplished.
Performs back-up support accurately and timely after secondary responsibilities are accomplished.
Assists with odd job responsibilities timely, upon manager on duty (M.O.D.) request.
Answers the telephone courteously and professionally, within three rings.
Prepares quality products while maintaining: portion control and presentation within service goal times.
Attends all team member meetings.
QUALIFICATIONS
Flexible schedule
Reading and writing skills required
Communicates with guests, team and management
Maintains a sense of urgency
Demonstrates trained food safety knowledge
PHYSICAL ABILITIES
Stand Constantly
Walk Constantly
Sit Occasionally
Handling Constantly
Lift / carry 10 lbs or less Constantly
Lift / carry 11-20 lbs Constantly
Lift / carry 21-50 lbs Frequently
Lift / carry 51-100 lbs Occasionally
TEAM MEMBER PERFORMANCE SUCCESS FACTORS
COMMUNICATION: Verbal and written communication is timely, clear, concise; delivers ideas for solutions with problems; communicates well with team members and guests.
CHANGE MANAGEMENT: Supportive of change; reacts quickly and appropriately; accepts direction and constructive feedback.
DECISION MAKING & PROBLEM SOLVING: Uses judgment, common sense and sensitivity in addressing issues and seeking solutions to problems and challenges; gathers appropriate information.
INNOVATION &CREATIVITY: Seeks new ways to improve efficiency, effectiveness, quality; offers suggestions and solutions to obstacles and challenges.
PLANNING: Organized and able to establish priorities; delivers the desired results; manages multiple deadlines and priorities with a professional attitude. Recognizes priorities and responds with a sense of urgency. Follows procedures and policies in planning and executing job responsibilities.
COOPERATION: Supports fellow team members and is cooperative in providing excellent guest service.
QUALITY OF WORK: Delivers quality work on time at the desired standards. Performs work duties in support of safety and security policies.
ACCOUNTABILITY: Delivers results on time and at the quality level promised. Is punctual and ready to bgin work assignments. Delivers quality work product using resources and time allocated.

Brand: Culver's
Address: 30820 Little Mack Ave Roseville, MI - 48066
Property Description: 326-JDK Inc
Property Number: 326",https://www.indeed.com/viewjob?jk=8c79b643c1544efe
"GENERAL PURPOSE
Under general supervision, restocks and replenishes food service supplies, assists waitstaff and removes and resets tables.

ESSENTIAL DUTIES/RESPONSIBILITIES
Clears all used tableware, napkins and refuse from tables to tubs in bus station and wipes table, chairs and clears debris and crumbs from floor areas surrounding table.
Resets tables in accordance with established standards in order to seat new customers as quickly as possible.
Removes full tubs from bus stations to dishwashing area for cleaning, and maintains a clean, well-stocked and orderly bus station at all times in order to improve efficiency and productivity.
Retrieves cleaned dishes, glassware and utensils from the dishroom and distributes to each service station in order to keep a ready supply available for restaurant use.
Sweeps restaurant floors throughout shift to maintain a clean, presentable and attractive restaurant. Vacuums carpeting and mops hard floors at the end of each shift.
Retrieves clean linen from laundry department at beginning of shift and during shift when necessary, folding as specified by established standards and stocking correct par levels in the service stations. Delivers bundles of soiled linen to laundry room at end of each shift.
Retrieves requisitioned items from stockroom, ensuring requisition is complete and correct, and stocking supplies in proper places, rotating stock at all times.
Assists waitstaff by refilling customers beverages and accommodating requests for additional condiments, food items or clean/fresh tableware.
Keeps ice stations filled at all times by carrying buckets of ice from the main ice machine and pouring into individual ice stations.
Maintains a friendly, cheerful and courteous demeanor at all times.
Performs other duties as assigned, requested or deemed necessary by management.
OTHER DUTIES/RESPONSIBILITIES
Assists in room service orders by expediting food orders, setting up room service trays/carts, and delivering to room, getting correct payment or signature.
Checks all restrooms in restaurant area periodically, alerting the Housekeeping Department if they are not clean or in need of supplies.
Provides assistance to other employees and departments to contribute to the best overall performance of the department and the hotel.

SUPERVISORY DUTIES - None

JOB QUALIFICATIONS
Knowledge
Must have basic knowledge of restaurant operations.
Skills
Must have vision to observe entire room in poorly lit conditions.
Must have finger, hand and upper body dexterity to grasp, push and pull equipment, levers, controls and knobs. Must be able to bend and reach across tables and to retrieve items above head.
Must have upper body strength to continually lift and carry 30lbs throughout entire shift.
Abilities
Must have the ability to follow verbal instructions or instructions by example.
Education/Formal Training –
None
Experience –
None
Material/Equipment Used
Standard restaurant equipment including but not limited to coffee machines, ice machines, toasters and beverage dispensers. Broom, mop, vacuum and carpet shampooer.
Continual exposure to hazardous chemicals used for cleaning.
Environment
Physically strenuous - continual standing, walking, bending and lifting in indoor environment. Intermittent exposure to extreme heat (dish room & kitchen) and cold (coolers & freezers).

Brand: The Henry
Address: Fairlane Plaza, 300 Town Center Dr Dearborn, MI - 48126
Property Description: The Henry - 300 Town Center Dr, Dearborn, MI
Property Number: 7",https://www.indeed.com/viewjob?jk=d5ec5627369b3379
"Job SummaryPart Time Available: PART-TIME Hourly Team Members -Cashiers/Salesfloor(flexible schedules between 9am-10pm)Job Duties include but not limited to: Being friendly to team members and customers, assisting customers to drive sales, upsell and suggest products to customers using product knowledge; and pricing, stocking and merchandise presentation tasks required to maintain the department and company standards.Performs all cash register operations and related customer service duties. They are responsible for stocking merchandise from the delivery truck to the sales floor.Responsibilities and DutiesJob Requirements:Must be at least 16 years of age.Delivering a high level of customer service and enhancing the customer experience.Must demonstrate the ability to effectively communicate, verbally and in writing, with team members, customers, and the management team.Must possess a high level of dependability, creativity, judgment and accuracy.Must have the ability to work the hours that are required of the position.Regular attendance is an essential function of the job.Part -time team members must work scheduled mornings, days, nights, and weekends.Must be able to perform the essential physical requirements of the positionAccurately take customer ordersAssist with stocking dutiesInflating latex and mylar balloonsJob Types: Full-time, Part-timeSalary: $8.15 /hourRequired experience:Customer Service: 1 yearRequired shifts:Evening, Morning",https://www.indeed.com/viewjob?jk=dabe8371aaf9701b
"JOB SUMMARY
Provides personalized, exceptional guest service ensuring that every guest who chooses Culvers leaves happy.

ESSENTIAL FUNCTIONS
Consistently provides excellent guest service and hospitality.
Demonstrates proper personal hygiene and food safety practices consistently.
Maintains a neat, well-groomed uniformed appearance.
Follows restaurant policy on attendance, respectful conduct of team members and all other policies consistently.
Assists guests with product knowledge and promotional information upon request accurately.
Follows company safety standards at all times and looks out for the safety of other team members and guests.
Demonstrates proper food safety practices by accurately completing the Quality Control/Safe Food Checklist.
Handles guest comments promptly and courteously.
Performs primary position responsibilities timely and accurately.
Performs secondary position responsibilities timely and accurately, after the primary duties are accomplished.
Performs back-up support accurately and timely after secondary responsibilities are accomplished.
Assists with odd job responsibilities timely, upon manager on duty (M.O.D.) request.
Answers the telephone courteously and professionally, within three rings.
Prepares quality products while maintaining: portion control and presentation within service goal times.
Attends all team member meetings.
QUALIFICATIONS
Flexible schedule
Reading and writing skills required
Communicates with guests, team and management
Maintains a sense of urgency
Demonstrates trained food safety knowledge
PHYSICAL ABILITIES
Stand Constantly
Walk Constantly
Sit Occasionally
Handling Constantly
Lift / carry 10 lbs or less Constantly
Lift / carry 11-20 lbs Constantly
Lift / carry 21-50 lbs Frequently
Lift / carry 51-100 lbs Occasionally
TEAM MEMBER PERFORMANCE SUCCESS FACTORS
COMMUNICATION: Verbal and written communication is timely, clear, concise; delivers ideas for solutions with problems; communicates well with team members and guests.
CHANGE MANAGEMENT: Supportive of change; reacts quickly and appropriately; accepts direction and constructive feedback.
DECISION MAKING & PROBLEM SOLVING: Uses judgment, common sense and sensitivity in addressing issues and seeking solutions to problems and challenges; gathers appropriate information.
INNOVATION &CREATIVITY: Seeks new ways to improve efficiency, effectiveness, quality; offers suggestions and solutions to obstacles and challenges.
PLANNING: Organized and able to establish priorities; delivers the desired results; manages multiple deadlines and priorities with a professional attitude. Recognizes priorities and responds with a sense of urgency. Follows procedures and policies in planning and executing job responsibilities.
COOPERATION: Supports fellow team members and is cooperative in providing excellent guest service.
QUALITY OF WORK: Delivers quality work on time at the desired standards. Performs work duties in support of safety and security policies.
ACCOUNTABILITY: Delivers results on time and at the quality level promised. Is punctual and ready to bgin work assignments. Delivers quality work product using resources and time allocated.

Brand: Culver's
Address: 8488 W. Saginaw Hwy Lansing, MI - 48917
Property Description: W. Saginaw - Lansing, MI
Property Number: 443",https://www.indeed.com/viewjob?jk=7d399c169ba56568
"JOB SUMMARY
Provides personalized, exceptional guest service ensuring that every guest who chooses Culvers leaves happy.

ESSENTIAL FUNCTIONS
Consistently provides excellent guest service and hospitality.
Demonstrates proper personal hygiene and food safety practices consistently.
Maintains a neat, well-groomed uniformed appearance.
Follows restaurant policy on attendance, respectful conduct of team members and all other policies consistently.
Assists guests with product knowledge and promotional information upon request accurately.
Follows company safety standards at all times and looks out for the safety of other team members and guests.
Demonstrates proper food safety practices by accurately completing the Quality Control/Safe Food Checklist.
Handles guest comments promptly and courteously.
Performs primary position responsibilities timely and accurately.
Performs secondary position responsibilities timely and accurately, after the primary duties are accomplished.
Performs back-up support accurately and timely after secondary responsibilities are accomplished.
Assists with odd job responsibilities timely, upon manager on duty (M.O.D.) request.
Answers the telephone courteously and professionally, within three rings.
Prepares quality products while maintaining: portion control and presentation within service goal times.
Attends all team member meetings.
QUALIFICATIONS
Flexible schedule
Reading and writing skills required
Communicates with guests, team and management
Maintains a sense of urgency
Demonstrates trained food safety knowledge
PHYSICAL ABILITIES
Stand Constantly
Walk Constantly
Sit Occasionally
Handling Constantly
Lift / carry 10 lbs or less Constantly
Lift / carry 11-20 lbs Constantly
Lift / carry 21-50 lbs Frequently
Lift / carry 51-100 lbs Occasionally
TEAM MEMBER PERFORMANCE SUCCESS FACTORS
COMMUNICATION: Verbal and written communication is timely, clear, concise; delivers ideas for solutions with problems; communicates well with team members and guests.
CHANGE MANAGEMENT: Supportive of change; reacts quickly and appropriately; accepts direction and constructive feedback.
DECISION MAKING & PROBLEM SOLVING: Uses judgment, common sense and sensitivity in addressing issues and seeking solutions to problems and challenges; gathers appropriate information.
INNOVATION &CREATIVITY: Seeks new ways to improve efficiency, effectiveness, quality; offers suggestions and solutions to obstacles and challenges.
PLANNING: Organized and able to establish priorities; delivers the desired results; manages multiple deadlines and priorities with a professional attitude. Recognizes priorities and responds with a sense of urgency. Follows procedures and policies in planning and executing job responsibilities.
COOPERATION: Supports fellow team members and is cooperative in providing excellent guest service.
QUALITY OF WORK: Delivers quality work on time at the desired standards. Performs work duties in support of safety and security policies.
ACCOUNTABILITY: Delivers results on time and at the quality level promised. Is punctual and ready to bgin work assignments. Delivers quality work product using resources and time allocated.

Brand: Culver's
Address: 49169 Alpha Drive Wixom, MI - 48393
Property Description: 501 Culvers of Wixom, MI
Property Number: 501",https://www.indeed.com/viewjob?jk=a8df5b2ea25521a6
"Job Summary***Child Care Center/Home is consistently growing! We are seeking a reliable, caring, genuine, ambitious, and organized infant/toddler teacher!***Applicants desired qualifications:1.) 18yrs. or older and have high school diploma or GED2.) Familiar with and experienced in the field of child development3.) Able to pass a Child Protective Services and Criminal background check4.) A person who has ability to care for and teach children to be loving and independent individuals5.) A team player6.) Willing to attend state mandatory training and curriculum plan (WILL TRAIN)7.) Able to keep children and their environment cleanWages are based upon experience/education. Additional benefits are offered, including paid holidays. Our hours are from 7A.M.-5:30P.M., Monday-Friday and closed on holidays. We look forward to hearing from you and have an exciting day! : -)Job Type: Full-timeRequired experience:child care: 1 yearRequired education:High school or equivalent",https://www.indeed.com/viewjob?jk=f3e71855736c0e1d
"Our client in Elyria is looking for hardworking and reliable people to fill open positions in their heat treating/production facility.Pay starts at $9.00 per hour, with required Overtime hours every weekend.Physical work in a hot environment.We are looking for people on the following shifts:* 1st shift - 8am to 4pm* 2nd shift - 4pm to 12amShifts are 8 hours with a paid lunch.Work weeks include required Saturdays and even some Sundays, on most shifts.Previous manufacturing and production experience is a plus.This is a felony free employer.Interested applicants should apply Monday through Thursday 10am to 2pm at our office:* 936 Amchester Dr. Amherst, OH 44001.Please Bring TWO FORMS OF ID.Candidates must submit a drug test and background screen prior to placement.Job Type: Full-timeSalary: $9.00 /hourRequired experience:Manufacturing: 1 yearJob Location:Elyria, OHRequired license or certification:Driver's License",https://www.indeed.com/viewjob?jk=21a01afc89f89beb
"Positions inside the store include:
Pizza Maker: In a recent poll customers stated the top three reasons they love Marco’s is quality, great taste, and great pizza. Trained by the best, you could be slapping dough and joining the best pizza makers in the business in no time. As a pizza maker you will learn how to make and stretch fresh dough, generously sauce and cheese each pizza, and add only the best, freshest possible ingredients to your great pizzas.
Cut Table: A key position in all Marco’s stores, the cut table keeps the whole pizza process moving with the crew counting on you. You’ll be the one to take pizzas from the oven to the cut table, slice and box them, and make sure each order gets it’s important sides and salads.
Counter: As the first impression of Marco’s to walk-in and phone customers, excellent customer service delivered with a smiling attitude is key for the counter position.
Prep: Because Marco’s offers only the freshest, best ingredients, we need prep employees who take pride in setting up the whole system for success. You will be trained on best practices for making fresh dough, slicing fresh, crispy veggies, and the most efficient way to stock product. Prep work sets up the store to handle “the rush” which is crucial.
Whether you are looking for part-time add a little money to the budget job, or to start a career, apply now and see if you and Marco’s are a good match.
Thriving in fast-paced “rush” periods with an attitude of accountability are great qualities to have on at Marco’s, whether you are interested in part-time work or a career. Apply now and find out if you and Marco’s are a good match.

Brand: Marco's Pizza
Address: 105 Whittlesey Ave Norwalk, OH - 44857
Property Description: #1054 - Norwalk, OH 44857
Property Number: 1054",https://www.indeed.com/viewjob?jk=132dddb3ce43aaaf
"Injection Molding Company seeking 3rd shift OperatorsShift time: 11pm to 7:30am Monday night to Friday night.MUST BE OPEN TO OVERTIME AND WEEKENDS WHEN NEEDED$10 an hour to start with a dollar raise after 90 days, weekly pay.($11 an hour after 3 months)Experience with Injection Molding is not required but a HUGE PLUS!Overtime is offered and must be open to working weekends when needed.At least one year of manufacturing experience is required.Please send resume if interested.Job Type: Full-timeSalary: $10.00 /hourRequired experience:Injection Molding: 1 yearmanufacturing: 1 yearJob Location:Shelby Charter Township, MI",https://www.indeed.com/viewjob?jk=fb3787e5302eecc1
"Overview:
Aramark (NYSE: ARMK) is in the customer service business across food, facilities and uniforms, wherever people work, learn, recover, and play. United by a passion to serve, our more than 270,000 employees deliver experiences that enrich and nourish the lives of millions of people in 22 countries around the world every day. Aramark is recognized among the Most Admired Companies by FORTUNE and the World’s Most Ethical Companies by the Ethisphere Institute. Learn more at www.aramark.com or connect with us on Facebook and Twitter.

Description:
Position Summary: The Floor Technician is responsible for floor maintenance, restoration, and the operation of industrial floor care equipment in assigned location(s). Essential functions and responsibilities of the position may vary by Aramark location based on client requirements and business needs.

Essential Functions:
Maintains knowledge of principles of hard-surface floor maintenance and use proper procedures on hard floor care including stripping and refinishing, burnishing, spray cleaning, and spray buffing
Utilize automated equipment for cleaning of large area of floor surface
Use the proper procedures on carpet and upholstering including shampooing, damp surface, extractions, spot cleaning, vacuuming, etc.
Operate the industrial floor care equipment as assigned
Perform maintenance and restorative processes for all floor surface types
Properly process all municipal solid waste (MSW) as well as infectious and pharmaceutical waste
Remove trash, recyclables, soiled linen, used supplies, and equipment from assigned work area
Disinfect receptacles and carts as needed
Adhere to safety policies and procedures
Other duties and tasks as assigned by manager

Qualifications:
Previous experience as a floor care technician or in related role preferred
Proven knowledge of floor care equipment and techniques required
Must be able to follow safety procedures and precautions due to physical risks
Requires frequent lifting, carrying, pushing, pulling of up to 50 lbs.
Requires occasional lifting, carrying, pushing, pulling of greater than 50 lbs

Aramark is an EQUAL EMPLOYMENT OPPORTUNITY/AFFIRMATIVE ACTION employer – Minority/Female/Disability/Veteran",https://www.indeed.com/viewjob?jk=7a814d6f5e724171
"JOB SUMMARY:
We are looking for passionate team members who want to deliver a high level of service to our customers, while growing their career at a top regional employer in Northeast Ohio. The Cashier / Receptionist receives payment for products or services sold by dealership and plays a key role in maintaining or creating customer satisfaction for the business transaction
ESSENTIAL JOB FUNCTION AND RESPONSIBILITIES:
Greets customers at the cashier window in a pleasant and professional manner
Answers incoming calls in a prompt, polite and professional manner
Receives cash, checks and credit card payments from customer; receipts amount received
Answers customer questions about service performed or products purchased, or refers them to someone who can
Handles customer complaints with integrity and poise and, when necessary, refers dissatisfied customers to the appropriate individuals for resolution
Maintains a professional appearance
Keeps work area neat and clean
OTHER FUNCTIONS & RESPONSIBILITIES:
Performs other related duties as assigned MINIMUM QUALIFICATIONS:
One year office experience
Successful track record
Team oriented
Submit to and successfully complete MVR, background check, and pre-employment drug test
PREFERRED QUALIFICATIONS:
Dealership experience preferred
Reynolds & Reynolds a plus
POSITION TYPE/EXPECTED HOURS OF WORK:
This is a part-time position. Days of work are Mondays and Thursdays from 4 pm to 8 pm, Saturdays from 9 am to 6 pm and Sundays from 11 am to 4 pm.
REQUIRED CERTIFICATIONS AND/OR LICENSURES:
None
PHYSICAL REQUIREMENTS AND WORK ENVIRONMENT:
While performing the duties of this job, the employee is regularly required to talk or hear. The employee frequently is required to stand, walk, and reach with hands and arms. The employee is occasionally required to utilize manual dexterity as well as stoop, kneel, crouch, or crawl. The employee must occasionally lift and/or move up to 25 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception, and ability to adjust focus.
WORK AUTHORIZATION/SECURITY CLEARANCE (IF APPLICABLE):
Must be authorized to work in the United States
AAP/EEO STATEMENT/ADA STATEMENT:
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions",https://www.indeed.com/viewjob?jk=0a3c510d0b292f99
"On-call position
Pay Rate: $8.90 per hour
Work Schedule On-call/ As needed
Responsibilities will include but not be limited to the following:
Using chemicals or cleaning solutions to perform duties
High dusting
Restroom attending
Trash removal
Customer Service
Other duties as assigned
Minimum Qualifications:
Must be able to follow simple directions, stand for hours at a time and occasionally lift objects/packages weighing from 1-50 pounds. Lifting 35-50lbs in weight
Pushing/pulling 35-75lbs
Standing or walking for 6-8 hours per shift (Patrol)
Bending to pick up items from the floor or to wipe down surfaces as necessary to keep the floor area clean of debris
Wearing Personal Protective Equipment (PPE) including Safety Glasses, gloves, and back-support as directed per OSHA/MSDS
Working in the outside elements
Pushing/pulling up to 50lbs (on wheels) in weight",https://www.indeed.com/viewjob?jk=24ca04edb7625065
"Overview:
Aramark (NYSE: ARMK) is in the customer service business across food, facilities and uniforms, wherever people work, learn, recover, and play. United by a passion to serve, our more than 270,000 employees deliver experiences that enrich and nourish the lives of millions of people in 22 countries around the world every day. Aramark is recognized among the Most Admired Companies by FORTUNE and the World’s Most Ethical Companies by the Ethisphere Institute. Learn more at www.aramark.com or connect with us on Facebook and Twitter.

Description:
Position Summary: The Retail Cashier is responsible for accurately processing retail merchandise transactions, maintaining the balance of the cash drawer, and providing customer service to guests of the location. Essential functions and responsibilities of the position may vary by Aramark location based on client requirements and business needs.

Essential Functions:
Operates a register and handles cash and credit card transactions
Greet and assists customers while anticipating their needs
Count, organize, and balance cash drawer; fill out the cashier slip; and make deposits
Adheres to cash handling policies and procedures
Ensures security of company assets
Maintains excellent customer service and positive attitude towards guest, customers, clients, co-workers, etc.
Other duties and tasks as assigned by manager

Qualifications:
Previous customer service experience preferred
Previous cash handling experience preferred
Basic math and counting skills required
Demonstrates interpersonal and communication skills, both written and verbal
Must be able to work independently with limited supervision
Requires occasional lifting, carrying, pushing, pulling of up to 25 lbs.
Must be available to work flexible hours including evening and weekends
#Monster

Aramark is an EQUAL EMPLOYMENT OPPORTUNITY/AFFIRMATIVE ACTION employer – Minority/Female/Disability/Veteran",https://www.indeed.com/viewjob?jk=c397f5bebf91b0d4
"Overview Responsibilities As a front desk associate at this Massage Envy franchised location,* essential responsibilities revolve around providing excellent services to members and guests. These include: Answering phone calls. Setting and checking members and guests in and out for appointments. Greeting members and guests upon arrival.

Promoting the Wellness Program. Re-engaging inactive members. Keeping management apprised of member concerns and following manager’s policies, procedures and direction. Accepting constructive criticism in a positive manner and using it as a learning tool.

Upholding the Massage Envy brand’s core values of optimism, gratitude, excellence, consistency and empathy. Staying updated on retail products and promotions. Recognizing and supporting team goals and creating and maintaining positive relationships with team members. Qualifications Qualified candidates will: Education, Skills and Training: Have a high school diploma or equivalent (GED).

Possess basic math and cash handling experience. Have strong phone and computer skills. Have previous customer service experience (preferred). Be able to prioritize and perform multiple tasks.

Work cohesively with others in a fun and fast-paced environment. Possess general knowledge of massage and esthetic services and modalities. Communications and Personal Interactions Have a strong customer service orientation and be able to communicate effectively with members and guests, prospective clients, vendors, and the franchised location’s management and team. Maintain client confidentiality.",https://www.indeed.com/viewjob?jk=b1c52f21f9b1bfbd
"Current Opening: Part Time; Work varied Shifts including holidays and weekends.:

We are currently seeking experienced Food Service Workers to join our team.

The Menorah Park Campus has four (4) full service kitchens that provide an excellent dining experience to our clients, from the unique and abstract to well-loved traditional tastes. The position of Food Service Worker serves each of our campus buildings including Menorah Park, Stone Gardens, R. H. Myers Apartments and Wiggins Place.

The food service worker will perform cleaning and porter work in and about the kitchen and/or cafeteria. Duties may include cleaning pots, pans, stoves, ovens, coolers and other equipment. Other duties may include operate dishwasher, unpack and store food, dispose of trash, or assist the tray line.

Essential Qualifications:

Experience working in a restaurant or other kitchen preferred
Must have excellent written and verbal communications
Must be able to work in a team environment

",https://www.indeed.com/viewjob?jk=91de6d41ecfcebec
"HCR ManorCare provides a range of services, including skilled nursing care, assisted living, post-acute medical and rehabilitation care, hospice care, home health care and rehabilitation therapy. The Housekeeping Aide perform a variety of general housekeeping/cleaning duties in various areas to maintain the center in a sanitary, safe, attractive, and orderly condition. In return for your expertise, you'll enjoy excellent training, industry-leading benefits and unlimited opportunities to learn and grow. Be a part of the team leading the nation in healthcare.

4115 - Perrysburg Commons, Perrysburg, Ohio",https://www.indeed.com/viewjob?jk=2aa3335dce2bf084
